material_id,M_element,Ru_fraction,M_fraction,nominal_formula,vacancy_site_index,removed_atom_index,removed_species,vacancy_structure_file,parent_slab_file,notes
MAT_015,Mg,0.2,0.8,Ru0.20Mg0.80Ox,1,37,O,data\vacancies\MAT_015_vacancy_site1.cif,data\substituted_slabs\MAT_015_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_015,Mg,0.2,0.8,Ru0.20Mg0.80Ox,2,41,O,data\vacancies\MAT_015_vacancy_site2.cif,data\substituted_slabs\MAT_015_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_017,Al,0.8,0.1999999999999999,Ru0.80Al0.20Ox,0,45,O,data\vacancies\MAT_017_vacancy_site0.cif,data\substituted_slabs\MAT_017_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_017,Al,0.8,0.1999999999999999,Ru0.80Al0.20Ox,1,37,O,data\vacancies\MAT_017_vacancy_site1.cif,data\substituted_slabs\MAT_017_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_017,Al,0.8,0.1999999999999999,Ru0.80Al0.20Ox,2,41,O,data\vacancies\MAT_017_vacancy_site2.cif,data\substituted_slabs\MAT_017_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_018,Al,0.6,0.4,Ru0.60Al0.40Ox,0,45,O,data\vacancies\MAT_018_vacancy_site0.cif,data\substituted_slabs\MAT_018_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_018,Al,0.6,0.4,Ru0.60Al0.40Ox,1,37,O,data\vacancies\MAT_018_vacancy_site1.cif,data\substituted_slabs\MAT_018_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_018,Al,0.6,0.4,Ru0.60Al0.40Ox,2,41,O,data\vacancies\MAT_018_vacancy_site2.cif,data\substituted_slabs\MAT_018_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_019,Al,0.4,0.6,Ru0.40Al0.60Ox,0,45,O,data\vacancies\MAT_019_vacancy_site0.cif,data\substituted_slabs\MAT_019_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_019,Al,0.4,0.6,Ru0.40Al0.60Ox,1,37,O,data\vacancies\MAT_019_vacancy_site1.cif,data\substituted_slabs\MAT_019_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_019,Al,0.4,0.6,Ru0.40Al0.60Ox,2,41,O,data\vacancies\MAT_019_vacancy_site2.cif,data\substituted_slabs\MAT_019_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_020,Al,0.2,0.8,Ru0.20Al0.80Ox,0,45,O,data\vacancies\MAT_020_vacancy_site0.cif,data\substituted_slabs\MAT_020_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_020,Al,0.2,0.8,Ru0.20Al0.80Ox,1,37,O,data\vacancies\MAT_020_vacancy_site1.cif,data\substituted_slabs\MAT_020_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_020,Al,0.2,0.8,Ru0.20Al0.80Ox,2,41,O,data\vacancies\MAT_020_vacancy_site2.cif,data\substituted_slabs\MAT_020_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_022,Si,0.8,0.1999999999999999,Ru0.80Si0.20Ox,0,45,O,data\vacancies\MAT_022_vacancy_site0.cif,data\substituted_slabs\MAT_022_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_022,Si,0.8,0.1999999999999999,Ru0.80Si0.20Ox,1,37,O,data\vacancies\MAT_022_vacancy_site1.cif,data\substituted_slabs\MAT_022_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_022,Si,0.8,0.1999999999999999,Ru0.80Si0.20Ox,2,41,O,data\vacancies\MAT_022_vacancy_site2.cif,data\substituted_slabs\MAT_022_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_023,Si,0.6,0.4,Ru0.60Si0.40Ox,0,45,O,data\vacancies\MAT_023_vacancy_site0.cif,data\substituted_slabs\MAT_023_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_023,Si,0.6,0.4,Ru0.60Si0.40Ox,1,37,O,data\vacancies\MAT_023_vacancy_site1.cif,data\substituted_slabs\MAT_023_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_023,Si,0.6,0.4,Ru0.60Si0.40Ox,2,41,O,data\vacancies\MAT_023_vacancy_site2.cif,data\substituted_slabs\MAT_023_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_024,Si,0.4,0.6,Ru0.40Si0.60Ox,0,45,O,data\vacancies\MAT_024_vacancy_site0.cif,data\substituted_slabs\MAT_024_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_024,Si,0.4,0.6,Ru0.40Si0.60Ox,1,37,O,data\vacancies\MAT_024_vacancy_site1.cif,data\substituted_slabs\MAT_024_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_024,Si,0.4,0.6,Ru0.40Si0.60Ox,2,41,O,data\vacancies\MAT_024_vacancy_site2.cif,data\substituted_slabs\MAT_024_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_025,Si,0.2,0.8,Ru0.20Si0.80Ox,0,45,O,data\vacancies\MAT_025_vacancy_site0.cif,data\substituted_slabs\MAT_025_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_025,Si,0.2,0.8,Ru0.20Si0.80Ox,1,37,O,data\vacancies\MAT_025_vacancy_site1.cif,data\substituted_slabs\MAT_025_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_025,Si,0.2,0.8,Ru0.20Si0.80Ox,2,41,O,data\vacancies\MAT_025_vacancy_site2.cif,data\substituted_slabs\MAT_025_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_027,K,0.8,0.1999999999999999,Ru0.80K0.20Ox,0,45,O,data\vacancies\MAT_027_vacancy_site0.cif,data\substituted_slabs\MAT_027_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_027,K,0.8,0.1999999999999999,Ru0.80K0.20Ox,1,37,O,data\vacancies\MAT_027_vacancy_site1.cif,data\substituted_slabs\MAT_027_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_027,K,0.8,0.1999999999999999,Ru0.80K0.20Ox,2,41,O,data\vacancies\MAT_027_vacancy_site2.cif,data\substituted_slabs\MAT_027_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_028,K,0.6,0.4,Ru0.60K0.40Ox,0,45,O,data\vacancies\MAT_028_vacancy_site0.cif,data\substituted_slabs\MAT_028_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_028,K,0.6,0.4,Ru0.60K0.40Ox,1,37,O,data\vacancies\MAT_028_vacancy_site1.cif,data\substituted_slabs\MAT_028_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_028,K,0.6,0.4,Ru0.60K0.40Ox,2,41,O,data\vacancies\MAT_028_vacancy_site2.cif,data\substituted_slabs\MAT_028_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_029,K,0.4,0.6,Ru0.40K0.60Ox,0,45,O,data\vacancies\MAT_029_vacancy_site0.cif,data\substituted_slabs\MAT_029_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_029,K,0.4,0.6,Ru0.40K0.60Ox,1,37,O,data\vacancies\MAT_029_vacancy_site1.cif,data\substituted_slabs\MAT_029_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_029,K,0.4,0.6,Ru0.40K0.60Ox,2,41,O,data\vacancies\MAT_029_vacancy_site2.cif,data\substituted_slabs\MAT_029_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_030,K,0.2,0.8,Ru0.20K0.80Ox,0,45,O,data\vacancies\MAT_030_vacancy_site0.cif,data\substituted_slabs\MAT_030_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_030,K,0.2,0.8,Ru0.20K0.80Ox,1,37,O,data\vacancies\MAT_030_vacancy_site1.cif,data\substituted_slabs\MAT_030_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_030,K,0.2,0.8,Ru0.20K0.80Ox,2,41,O,data\vacancies\MAT_030_vacancy_site2.cif,data\substituted_slabs\MAT_030_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_032,Ca,0.8,0.1999999999999999,Ru0.80Ca0.20Ox,0,45,O,data\vacancies\MAT_032_vacancy_site0.cif,data\substituted_slabs\MAT_032_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_032,Ca,0.8,0.1999999999999999,Ru0.80Ca0.20Ox,1,37,O,data\vacancies\MAT_032_vacancy_site1.cif,data\substituted_slabs\MAT_032_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_032,Ca,0.8,0.1999999999999999,Ru0.80Ca0.20Ox,2,41,O,data\vacancies\MAT_032_vacancy_site2.cif,data\substituted_slabs\MAT_032_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_033,Ca,0.6,0.4,Ru0.60Ca0.40Ox,0,45,O,data\vacancies\MAT_033_vacancy_site0.cif,data\substituted_slabs\MAT_033_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_033,Ca,0.6,0.4,Ru0.60Ca0.40Ox,1,37,O,data\vacancies\MAT_033_vacancy_site1.cif,data\substituted_slabs\MAT_033_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_033,Ca,0.6,0.4,Ru0.60Ca0.40Ox,2,41,O,data\vacancies\MAT_033_vacancy_site2.cif,data\substituted_slabs\MAT_033_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_034,Ca,0.4,0.6,Ru0.40Ca0.60Ox,0,45,O,data\vacancies\MAT_034_vacancy_site0.cif,data\substituted_slabs\MAT_034_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_034,Ca,0.4,0.6,Ru0.40Ca0.60Ox,1,37,O,data\vacancies\MAT_034_vacancy_site1.cif,data\substituted_slabs\MAT_034_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_034,Ca,0.4,0.6,Ru0.40Ca0.60Ox,2,41,O,data\vacancies\MAT_034_vacancy_site2.cif,data\substituted_slabs\MAT_034_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_035,Ca,0.2,0.8,Ru0.20Ca0.80Ox,0,45,O,data\vacancies\MAT_035_vacancy_site0.cif,data\substituted_slabs\MAT_035_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_035,Ca,0.2,0.8,Ru0.20Ca0.80Ox,1,37,O,data\vacancies\MAT_035_vacancy_site1.cif,data\substituted_slabs\MAT_035_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_035,Ca,0.2,0.8,Ru0.20Ca0.80Ox,2,41,O,data\vacancies\MAT_035_vacancy_site2.cif,data\substituted_slabs\MAT_035_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_037,Sc,0.8,0.1999999999999999,Ru0.80Sc0.20Ox,0,45,O,data\vacancies\MAT_037_vacancy_site0.cif,data\substituted_slabs\MAT_037_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_037,Sc,0.8,0.1999999999999999,Ru0.80Sc0.20Ox,1,37,O,data\vacancies\MAT_037_vacancy_site1.cif,data\substituted_slabs\MAT_037_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_037,Sc,0.8,0.1999999999999999,Ru0.80Sc0.20Ox,2,41,O,data\vacancies\MAT_037_vacancy_site2.cif,data\substituted_slabs\MAT_037_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_038,Sc,0.6,0.4,Ru0.60Sc0.40Ox,0,45,O,data\vacancies\MAT_038_vacancy_site0.cif,data\substituted_slabs\MAT_038_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_038,Sc,0.6,0.4,Ru0.60Sc0.40Ox,1,37,O,data\vacancies\MAT_038_vacancy_site1.cif,data\substituted_slabs\MAT_038_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_038,Sc,0.6,0.4,Ru0.60Sc0.40Ox,2,41,O,data\vacancies\MAT_038_vacancy_site2.cif,data\substituted_slabs\MAT_038_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_039,Sc,0.4,0.6,Ru0.40Sc0.60Ox,0,45,O,data\vacancies\MAT_039_vacancy_site0.cif,data\substituted_slabs\MAT_039_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_039,Sc,0.4,0.6,Ru0.40Sc0.60Ox,1,37,O,data\vacancies\MAT_039_vacancy_site1.cif,data\substituted_slabs\MAT_039_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_039,Sc,0.4,0.6,Ru0.40Sc0.60Ox,2,41,O,data\vacancies\MAT_039_vacancy_site2.cif,data\substituted_slabs\MAT_039_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_040,Sc,0.2,0.8,Ru0.20Sc0.80Ox,0,45,O,data\vacancies\MAT_040_vacancy_site0.cif,data\substituted_slabs\MAT_040_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_040,Sc,0.2,0.8,Ru0.20Sc0.80Ox,1,37,O,data\vacancies\MAT_040_vacancy_site1.cif,data\substituted_slabs\MAT_040_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_040,Sc,0.2,0.8,Ru0.20Sc0.80Ox,2,41,O,data\vacancies\MAT_040_vacancy_site2.cif,data\substituted_slabs\MAT_040_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_042,Ti,0.8,0.1999999999999999,Ru0.80Ti0.20Ox,0,45,O,data\vacancies\MAT_042_vacancy_site0.cif,data\substituted_slabs\MAT_042_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_042,Ti,0.8,0.1999999999999999,Ru0.80Ti0.20Ox,1,37,O,data\vacancies\MAT_042_vacancy_site1.cif,data\substituted_slabs\MAT_042_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_042,Ti,0.8,0.1999999999999999,Ru0.80Ti0.20Ox,2,41,O,data\vacancies\MAT_042_vacancy_site2.cif,data\substituted_slabs\MAT_042_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_043,Ti,0.6,0.4,Ru0.60Ti0.40Ox,0,45,O,data\vacancies\MAT_043_vacancy_site0.cif,data\substituted_slabs\MAT_043_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_043,Ti,0.6,0.4,Ru0.60Ti0.40Ox,1,37,O,data\vacancies\MAT_043_vacancy_site1.cif,data\substituted_slabs\MAT_043_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_043,Ti,0.6,0.4,Ru0.60Ti0.40Ox,2,41,O,data\vacancies\MAT_043_vacancy_site2.cif,data\substituted_slabs\MAT_043_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_044,Ti,0.4,0.6,Ru0.40Ti0.60Ox,0,45,O,data\vacancies\MAT_044_vacancy_site0.cif,data\substituted_slabs\MAT_044_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_044,Ti,0.4,0.6,Ru0.40Ti0.60Ox,1,37,O,data\vacancies\MAT_044_vacancy_site1.cif,data\substituted_slabs\MAT_044_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_044,Ti,0.4,0.6,Ru0.40Ti0.60Ox,2,41,O,data\vacancies\MAT_044_vacancy_site2.cif,data\substituted_slabs\MAT_044_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_045,Ti,0.2,0.8,Ru0.20Ti0.80Ox,0,45,O,data\vacancies\MAT_045_vacancy_site0.cif,data\substituted_slabs\MAT_045_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_045,Ti,0.2,0.8,Ru0.20Ti0.80Ox,1,37,O,data\vacancies\MAT_045_vacancy_site1.cif,data\substituted_slabs\MAT_045_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_045,Ti,0.2,0.8,Ru0.20Ti0.80Ox,2,41,O,data\vacancies\MAT_045_vacancy_site2.cif,data\substituted_slabs\MAT_045_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_047,V,0.8,0.1999999999999999,Ru0.80V0.20Ox,0,45,O,data\vacancies\MAT_047_vacancy_site0.cif,data\substituted_slabs\MAT_047_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_047,V,0.8,0.1999999999999999,Ru0.80V0.20Ox,1,37,O,data\vacancies\MAT_047_vacancy_site1.cif,data\substituted_slabs\MAT_047_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_047,V,0.8,0.1999999999999999,Ru0.80V0.20Ox,2,41,O,data\vacancies\MAT_047_vacancy_site2.cif,data\substituted_slabs\MAT_047_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_048,V,0.6,0.4,Ru0.60V0.40Ox,0,45,O,data\vacancies\MAT_048_vacancy_site0.cif,data\substituted_slabs\MAT_048_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_048,V,0.6,0.4,Ru0.60V0.40Ox,1,37,O,data\vacancies\MAT_048_vacancy_site1.cif,data\substituted_slabs\MAT_048_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_048,V,0.6,0.4,Ru0.60V0.40Ox,2,41,O,data\vacancies\MAT_048_vacancy_site2.cif,data\substituted_slabs\MAT_048_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_049,V,0.4,0.6,Ru0.40V0.60Ox,0,45,O,data\vacancies\MAT_049_vacancy_site0.cif,data\substituted_slabs\MAT_049_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_049,V,0.4,0.6,Ru0.40V0.60Ox,1,37,O,data\vacancies\MAT_049_vacancy_site1.cif,data\substituted_slabs\MAT_049_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_049,V,0.4,0.6,Ru0.40V0.60Ox,2,41,O,data\vacancies\MAT_049_vacancy_site2.cif,data\substituted_slabs\MAT_049_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_050,V,0.2,0.8,Ru0.20V0.80Ox,0,45,O,data\vacancies\MAT_050_vacancy_site0.cif,data\substituted_slabs\MAT_050_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_050,V,0.2,0.8,Ru0.20V0.80Ox,1,37,O,data\vacancies\MAT_050_vacancy_site1.cif,data\substituted_slabs\MAT_050_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
MAT_050,V,0.2,0.8,Ru0.20V0.80Ox,2,41,O,data\vacancies\MAT_050_vacancy_site2.cif,data\substituted_slabs\MAT_050_110_slab.cif,surface oxygen vacancy generated from highest-z oxygen atoms
